Store,DayOfWeek,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,WeekOfYear,competition_open,PromoOpen,lag1,lag7,rolling_3,rolling_7,diff1,diff7
506,6,2015-08-01,,1.0,0,0,0,a,a,1850.0,12.0,2014.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,8.0,51.25,11162.0,4098.0,9049.666666666666,7262.714285714285,,
506,1,2015-08-17,,1.0,1,0,0,a,a,1850.0,12.0,2014.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,8.0,52.0,,0.0,9542.0,7790.166666666667,,
506,3,2015-09-02,,1.0,1,0,0,a,a,1850.0,12.0,2014.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,9.0,52.5,,11541.0,11162.0,9348.2,,
507,6,2015-08-01,,1.0,0,0,0,a,c,9070.0,4.0,2011.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,52.0,70.5,10706.0,7193.0,9534.666666666666,7975.714285714285,,
507,1,2015-08-17,,1.0,1,0,0,a,c,9070.0,4.0,2011.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,52.0,71.25,,0.0,10205.0,8106.166666666667,,
507,3,2015-09-02,,1.0,1,0,0,a,c,9070.0,4.0,2011.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,53.0,71.75,,10961.0,10706.0,9727.4,,
508,6,2015-08-01,,1.0,0,0,0,a,c,1280.0,,,1.0,40.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,45.75,11201.0,4350.0,8785.333333333334,7074.285714285715,,
508,1,2015-08-17,,1.0,1,0,0,a,c,1280.0,,,1.0,40.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,46.5,,0.0,9603.5,7528.333333333333,,
508,3,2015-09-02,,1.0,1,0,0,a,c,1280.0,,,1.0,40.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,47.0,,10408.0,11201.0,9034.0,,
509,6,2015-08-01,,1.0,0,0,1,a,a,4740.0,7.0,2008.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,85.0,70.5,8130.0,3905.0,7307.666666666667,6131.714285714285,,
509,1,2015-08-17,,1.0,1,0,1,a,a,4740.0,7.0,2008.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,85.0,71.25,,0.0,7552.5,6502.833333333333,,
509,3,2015-09-02,,1.0,1,0,1,a,a,4740.0,7.0,2008.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,86.0,71.75,,9802.0,8130.0,7803.4,,
510,6,2015-08-01,,1.0,0,0,0,a,c,8260.0,,,0.0,,,,2015.0,8.0,31.0,,,11537.0,4556.0,9565.0,7577.714285714285,,
510,1,2015-08-17,,1.0,1,0,0,a,c,8260.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,10361.5,8081.333333333333,,
510,3,2015-09-02,,1.0,1,0,0,a,c,8260.0,,,0.0,,,,2015.0,9.0,36.0,,,,10628.0,11537.0,9697.6,,
511,6,2015-08-01,,1.0,0,0,1,a,a,2060.0,9.0,2009.0,0.0,,,,2015.0,8.0,31.0,71.0,,7376.0,5655.0,6256.333333333333,5477.714285714285,,
511,1,2015-08-17,,1.0,1,0,1,a,a,2060.0,9.0,2009.0,0.0,,,,2015.0,8.0,34.0,71.0,,,0.0,6408.0,5448.166666666667,,
511,3,2015-09-02,,1.0,1,0,1,a,a,2060.0,9.0,2009.0,0.0,,,,2015.0,9.0,36.0,72.0,,,7412.0,7376.0,6537.8,,
512,6,2015-08-01,,1.0,0,0,0,b,b,590.0,,,1.0,5.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,30.5,8548.0,4941.0,7202.666666666667,6727.428571428572,,
512,1,2015-08-17,,1.0,1,0,1,b,b,590.0,,,1.0,5.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,31.25,,7905.0,7577.0,7025.166666666667,,
512,3,2015-09-02,,1.0,1,0,1,b,b,590.0,,,1.0,5.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,31.75,,6694.0,8548.0,6849.2,,
514,6,2015-08-01,,1.0,0,0,0,c,c,1200.0,7.0,2012.0,1.0,27.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,37.0,37.0,7568.0,4672.0,7360.333333333333,6212.714285714285,,
514,1,2015-08-17,,1.0,1,0,1,c,c,1200.0,7.0,2012.0,1.0,27.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,37.0,37.75,,0.0,7274.5,6469.5,,
514,3,2015-09-02,,1.0,1,0,1,c,c,1200.0,7.0,2012.0,1.0,27.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,38.0,38.25,,8651.0,7568.0,7763.4,,
515,6,2015-08-01,,1.0,0,0,0,d,c,11260.0,,,1.0,9.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,53.5,12823.0,7823.0,10841.666666666666,8461.857142857143,,
515,1,2015-08-17,,1.0,1,0,0,d,c,11260.0,,,1.0,9.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,54.25,,0.0,11477.0,8568.333333333334,,
515,3,2015-09-02,,1.0,1,0,0,d,c,11260.0,,,1.0,9.0,2011.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,54.75,,9890.0,12823.0,10282.0,,
516,6,2015-08-01,,1.0,0,0,0,a,c,20.0,,,1.0,35.0,2010.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,59.0,7303.0,2825.0,7333.666666666667,5737.571428571428,,
516,1,2015-08-17,,1.0,1,0,0,a,c,20.0,,,1.0,35.0,2010.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,59.75,,0.0,7649.5,6223.0,,
516,3,2015-09-02,,1.0,1,0,0,a,c,20.0,,,1.0,35.0,2010.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,60.25,,7733.0,7303.0,7467.6,,
517,6,2015-08-01,,1.0,0,0,1,a,c,22490.0,,,0.0,,,,2015.0,8.0,31.0,,,7755.0,3230.0,7637.666666666667,6269.571428571428,,
517,1,2015-08-17,,1.0,1,0,1,a,c,22490.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,7778.5,6776.166666666667,,
517,3,2015-09-02,,1.0,1,0,1,a,c,22490.0,,,0.0,,,,2015.0,9.0,36.0,,,,9535.0,7755.0,8131.4,,
518,6,2015-08-01,,1.0,0,0,0,d,c,3330.0,3.0,2015.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,5.0,64.5,8027.0,6489.0,7370.0,6613.285714285715,,
518,1,2015-08-17,,1.0,1,0,1,d,c,3330.0,3.0,2015.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,5.0,65.25,,0.0,7733.5,6634.0,,
518,3,2015-09-02,,1.0,1,0,1,d,c,3330.0,3.0,2015.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,6.0,65.75,,9975.0,8027.0,7960.8,,
519,6,2015-08-01,,1.0,0,0,0,c,c,2510.0,8.0,2009.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,72.0,43.5,8175.0,5394.0,6933.333333333333,5804.285714285715,,
519,1,2015-08-17,,1.0,1,0,1,c,c,2510.0,8.0,2009.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,72.0,44.25,,0.0,7242.0,5872.666666666667,,
519,3,2015-09-02,,1.0,1,0,0,c,c,2510.0,8.0,2009.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,73.0,44.75,,7706.0,8175.0,7047.2,,
520,6,2015-08-01,,1.0,0,0,0,a,c,6900.0,,,1.0,40.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,33.75,5170.0,3373.0,4706.0,4107.428571428572,,
520,1,2015-08-17,,1.0,1,0,1,a,c,6900.0,,,1.0,40.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,34.5,,0.0,4725.5,4229.833333333333,,
520,3,2015-09-02,,1.0,1,0,0,a,c,6900.0,,,1.0,40.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,35.0,,5922.0,5170.0,5075.8,,
521,6,2015-08-01,,1.0,0,0,0,d,a,18610.0,11.0,2002.0,1.0,48.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,153.0,43.75,8340.0,5042.0,6601.666666666667,5336.0,,
521,1,2015-08-17,,1.0,1,0,1,d,a,18610.0,11.0,2002.0,1.0,48.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,153.0,44.5,,0.0,7300.0,5385.0,,
521,3,2015-09-02,,1.0,1,0,1,d,a,18610.0,11.0,2002.0,1.0,48.0,2011.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,154.0,45.0,,6930.0,8340.0,6462.0,,
522,6,2015-08-01,,1.0,0,0,0,d,c,7160.0,11.0,2012.0,1.0,9.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,33.0,53.5,11473.0,9419.0,10528.0,9149.857142857143,,
522,1,2015-08-17,,1.0,1,0,1,d,c,7160.0,11.0,2012.0,1.0,9.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,33.0,54.25,,0.0,10951.5,9105.0,,
522,3,2015-09-02,,1.0,1,0,1,d,c,7160.0,11.0,2012.0,1.0,9.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,34.0,54.75,,12628.0,11473.0,10926.0,,
524,6,2015-08-01,,1.0,0,0,0,a,c,40860.0,9.0,2013.0,0.0,,,,2015.0,8.0,31.0,23.0,,11966.0,6600.0,10326.0,8861.142857142857,,
524,1,2015-08-17,,1.0,1,0,1,a,c,40860.0,9.0,2013.0,0.0,,,,2015.0,8.0,34.0,23.0,,,2523.0,11003.5,9238.0,,
524,3,2015-09-02,,1.0,1,0,0,a,c,40860.0,9.0,2013.0,0.0,,,,2015.0,9.0,36.0,24.0,,,11849.0,11966.0,10581.0,,
527,6,2015-08-01,,1.0,0,0,0,d,c,5830.0,4.0,2008.0,0.0,,,,2015.0,8.0,31.0,88.0,,14510.0,8335.0,11891.0,9915.57142857143,,
527,1,2015-08-17,,1.0,1,0,0,d,c,5830.0,4.0,2008.0,0.0,,,,2015.0,8.0,34.0,88.0,,,0.0,12489.5,10179.0,,
527,3,2015-09-02,,1.0,1,0,0,d,c,5830.0,4.0,2008.0,0.0,,,,2015.0,9.0,36.0,89.0,,,13412.0,14510.0,12214.8,,
528,6,2015-08-01,,1.0,0,0,0,a,c,20620.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,70.5,14384.0,8004.0,12645.333333333334,10447.142857142857,,
528,1,2015-08-17,,1.0,1,0,0,a,c,20620.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,71.25,,0.0,13588.0,10854.333333333334,,
528,3,2015-09-02,,1.0,1,0,0,a,c,20620.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,71.75,,15054.0,14384.0,13025.2,,
529,6,2015-08-01,,1.0,0,0,0,d,c,12920.0,9.0,2012.0,0.0,,,,2015.0,8.0,31.0,35.0,,11283.0,7078.0,9436.666666666666,7780.571428571428,,
529,1,2015-08-17,,1.0,1,0,1,d,c,12920.0,9.0,2012.0,0.0,,,,2015.0,8.0,34.0,35.0,,,0.0,10007.0,7897.666666666667,,
529,3,2015-09-02,,1.0,1,0,0,d,c,12920.0,9.0,2012.0,0.0,,,,2015.0,9.0,36.0,36.0,,,11164.0,11283.0,9477.2,,
530,6,2015-08-01,,1.0,0,0,0,a,c,18160.0,,,0.0,,,,2015.0,8.0,31.0,,,9561.0,7701.0,8876.0,8625.857142857143,,
530,1,2015-08-17,,1.0,1,0,1,a,c,18160.0,,,0.0,,,,2015.0,8.0,34.0,,,,6595.0,8790.5,8780.0,,
530,3,2015-09-02,,1.0,1,0,0,a,c,18160.0,,,0.0,,,,2015.0,9.0,36.0,,,,10413.0,9561.0,9217.0,,
531,6,2015-08-01,,1.0,0,0,0,a,c,4030.0,,,0.0,,,,2015.0,8.0,31.0,,,5374.0,3903.0,5098.666666666667,4244.571428571428,,
531,1,2015-08-17,,1.0,1,0,1,a,c,4030.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,5259.0,4301.5,,
531,3,2015-09-02,,1.0,1,0,0,a,c,4030.0,,,0.0,,,,2015.0,9.0,36.0,,,,5812.0,5374.0,5161.8,,
532,6,2015-08-01,,1.0,0,0,0,a,c,1070.0,8.0,2010.0,0.0,,,,2015.0,8.0,31.0,60.0,,10981.0,9760.0,10957.0,9427.714285714286,,
532,1,2015-08-17,,1.0,1,0,0,a,c,1070.0,8.0,2010.0,0.0,,,,2015.0,8.0,34.0,60.0,,,0.0,11050.0,9372.333333333334,,
532,3,2015-09-02,,1.0,1,0,0,a,c,1070.0,8.0,2010.0,0.0,,,,2015.0,9.0,36.0,61.0,,,12515.0,10981.0,11246.8,,
533,6,2015-08-01,,1.0,0,0,0,a,c,5950.0,,,0.0,,,,2015.0,8.0,31.0,,,15364.0,7250.0,13840.666666666666,11312.714285714286,,
533,1,2015-08-17,,1.0,1,0,1,a,c,5950.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,14246.0,11989.833333333334,,
533,3,2015-09-02,,1.0,1,0,1,a,c,5950.0,,,0.0,,,,2015.0,9.0,36.0,,,,17395.0,15364.0,14387.8,,
534,6,2015-08-01,,1.0,0,0,0,d,a,1200.0,9.0,2009.0,1.0,45.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,71.0,68.5,10914.0,6848.0,9794.666666666666,8426.857142857143,,
534,1,2015-08-17,,1.0,1,0,1,d,a,1200.0,9.0,2009.0,1.0,45.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,71.0,69.25,,0.0,10080.0,8690.0,,
534,3,2015-09-02,,1.0,1,0,1,d,a,1200.0,9.0,2009.0,1.0,45.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,72.0,69.75,,12889.0,10914.0,10428.0,,
535,6,2015-08-01,,1.0,0,0,0,a,a,3570.0,4.0,2007.0,0.0,,,,2015.0,8.0,31.0,100.0,,8794.0,4219.0,8731.666666666666,7210.285714285715,,
535,1,2015-08-17,,1.0,1,0,0,a,a,3570.0,4.0,2007.0,0.0,,,,2015.0,8.0,34.0,100.0,,,0.0,9083.5,7708.833333333333,,
535,3,2015-09-02,,1.0,1,0,0,a,a,3570.0,4.0,2007.0,0.0,,,,2015.0,9.0,36.0,101.0,,,10493.0,8794.0,9250.6,,
536,6,2015-08-01,,1.0,0,0,0,a,c,4700.0,9.0,2002.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,155.0,24.0,13528.0,4187.0,10755.0,8065.0,,
536,1,2015-08-17,,1.0,1,0,0,a,c,4700.0,9.0,2002.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,155.0,24.75,,0.0,11790.0,8711.333333333334,,
536,3,2015-09-02,,1.0,1,0,0,a,c,4700.0,9.0,2002.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,156.0,25.25,,9688.0,13528.0,10453.6,,
537,6,2015-08-01,,1.0,0,0,0,a,a,600.0,5.0,2002.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,159.0,43.5,8220.0,5301.0,7889.666666666667,6566.0,,
537,1,2015-08-17,,1.0,1,0,1,a,a,600.0,5.0,2002.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,159.0,44.25,,0.0,8182.0,6776.833333333333,,
537,3,2015-09-02,,1.0,1,0,1,a,a,600.0,5.0,2002.0,1.0,1.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,160.0,44.75,,9150.0,8220.0,8132.2,,
538,6,2015-08-01,,1.0,0,0,0,a,a,990.0,2.0,2010.0,0.0,,,,2015.0,8.0,31.0,66.0,,4509.0,2028.0,4110.333333333333,3409.4285714285716,,
538,1,2015-08-17,,1.0,1,0,1,a,a,990.0,2.0,2010.0,0.0,,,,2015.0,8.0,34.0,66.0,,,0.0,4171.5,3639.6666666666665,,
538,3,2015-09-02,,1.0,1,0,0,a,a,990.0,2.0,2010.0,0.0,,,,2015.0,9.0,36.0,67.0,,,4981.0,4509.0,4367.6,,
539,6,2015-08-01,,1.0,0,0,0,a,a,770.0,5.0,2013.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,27.0,9.75,14009.0,13022.0,12971.333333333334,11239.0,,
539,1,2015-08-17,,1.0,1,0,1,a,a,770.0,5.0,2013.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,27.0,10.5,,0.0,13716.5,10941.833333333334,,
539,3,2015-09-02,,1.0,1,0,1,a,a,770.0,5.0,2013.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,28.0,11.0,,13979.0,14009.0,13130.2,,
540,6,2015-08-01,,1.0,0,0,0,d,c,810.0,,,1.0,48.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,31.75,8908.0,6964.0,8711.0,7778.571428571428,,
540,1,2015-08-17,,1.0,1,0,1,d,c,810.0,,,1.0,48.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,32.5,,0.0,8574.5,7914.333333333333,,
540,3,2015-09-02,,1.0,1,0,1,d,c,810.0,,,1.0,48.0,2012.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,33.0,,11297.0,8908.0,9497.2,,
541,6,2015-08-01,,1.0,0,0,0,a,c,650.0,7.0,1990.0,0.0,,,,2015.0,8.0,31.0,301.0,,9015.0,5288.0,8459.0,6903.714285714285,,
541,1,2015-08-17,,1.0,1,0,0,a,c,650.0,7.0,1990.0,0.0,,,,2015.0,8.0,34.0,301.0,,,0.0,8885.5,7173.0,,
541,3,2015-09-02,,1.0,1,0,0,a,c,650.0,7.0,1990.0,0.0,,,,2015.0,9.0,36.0,302.0,,,10233.0,9015.0,8607.6,,
542,6,2015-08-01,,1.0,0,0,0,a,a,7280.0,9.0,2012.0,1.0,1.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,35.0,31.5,6598.0,5356.0,6842.666666666667,6017.428571428572,,
542,1,2015-08-17,,1.0,1,0,1,a,a,7280.0,9.0,2012.0,1.0,1.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,35.0,32.25,,0.0,6917.0,6127.666666666667,,
542,3,2015-09-02,,1.0,1,0,1,a,a,7280.0,9.0,2012.0,1.0,1.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,36.0,32.75,,9078.0,6598.0,7353.2,,
543,6,2015-08-01,,1.0,0,0,1,c,a,1080.0,12.0,2012.0,0.0,,,,2015.0,8.0,31.0,32.0,,3377.0,1360.0,3390.3333333333335,2819.8571428571427,,
543,1,2015-08-17,,1.0,1,0,1,c,a,1080.0,12.0,2012.0,0.0,,,,2015.0,8.0,34.0,32.0,,,0.0,3343.0,3063.1666666666665,,
543,3,2015-09-02,,1.0,1,0,1,c,a,1080.0,12.0,2012.0,0.0,,,,2015.0,9.0,36.0,33.0,,,4482.0,3377.0,3675.8,,
545,6,2015-08-01,,1.0,0,0,0,a,c,5020.0,5.0,2006.0,1.0,18.0,2014.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,111.0,15.25,15112.0,7093.0,13305.666666666666,10747.142857142857,,
545,1,2015-08-17,,1.0,1,0,0,a,c,5020.0,5.0,2006.0,1.0,18.0,2014.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,111.0,16.0,,0.0,13868.0,11356.166666666666,,
545,3,2015-09-02,,1.0,1,0,0,a,c,5020.0,5.0,2006.0,1.0,18.0,2014.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,112.0,16.5,,15617.0,15112.0,13627.4,,
547,6,2015-08-01,,1.0,0,0,0,d,c,8990.0,11.0,2009.0,1.0,35.0,2010.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,69.0,59.0,6818.0,5646.0,7549.0,6403.714285714285,,
547,1,2015-08-17,,1.0,1,0,1,d,c,8990.0,11.0,2009.0,1.0,35.0,2010.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,69.0,59.75,,0.0,7491.5,6530.0,,
547,3,2015-09-02,,1.0,1,0,1,d,c,8990.0,11.0,2009.0,1.0,35.0,2010.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,70.0,60.25,,9027.0,6818.0,7836.0,,
548,6,2015-08-01,,1.0,0,0,1,d,c,3760.0,2.0,2009.0,0.0,,,,2015.0,8.0,31.0,78.0,,5101.0,4612.0,4979.333333333333,4607.142857142857,,
548,1,2015-08-17,,1.0,1,0,1,d,c,3760.0,2.0,2009.0,0.0,,,,2015.0,8.0,34.0,78.0,,,0.0,4887.5,4606.333333333333,,
548,3,2015-09-02,,1.0,1,0,1,d,c,3760.0,2.0,2009.0,0.0,,,,2015.0,9.0,36.0,79.0,,,7215.0,5101.0,5527.6,,
549,6,2015-08-01,,1.0,0,0,0,a,c,2330.0,,,0.0,,,,2015.0,8.0,31.0,,,6023.0,3021.0,5282.333333333333,4130.285714285715,,
549,1,2015-08-17,,1.0,1,0,1,a,c,2330.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,5326.0,4315.166666666667,,
549,3,2015-09-02,,1.0,1,0,0,a,c,2330.0,,,0.0,,,,2015.0,9.0,36.0,,,,5369.0,6023.0,5178.2,,
550,6,2015-08-01,,1.0,0,0,1,d,c,50.0,6.0,2015.0,0.0,,,,2015.0,8.0,31.0,2.0,,6482.0,5433.0,6084.333333333333,5227.571428571428,,
550,1,2015-08-17,,1.0,1,0,1,d,c,50.0,6.0,2015.0,0.0,,,,2015.0,8.0,34.0,2.0,,,0.0,6146.0,5193.333333333333,,
550,3,2015-09-02,,1.0,1,0,1,d,c,50.0,6.0,2015.0,0.0,,,,2015.0,9.0,36.0,3.0,,,7496.0,6482.0,6232.0,,
551,6,2015-08-01,,1.0,0,0,0,a,c,2190.0,9.0,2013.0,0.0,,,,2015.0,8.0,31.0,23.0,,11632.0,4231.0,8100.666666666667,5992.285714285715,,
551,1,2015-08-17,,1.0,1,0,1,a,c,2190.0,9.0,2013.0,0.0,,,,2015.0,8.0,34.0,23.0,,,0.0,9030.5,6285.833333333333,,
551,3,2015-09-02,,1.0,1,0,0,a,c,2190.0,9.0,2013.0,0.0,,,,2015.0,9.0,36.0,24.0,,,6856.0,11632.0,7543.0,,
552,6,2015-08-01,,1.0,0,0,1,a,a,4260.0,7.0,2008.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,85.0,70.5,8985.0,3809.0,9244.0,7951.285714285715,,
552,1,2015-08-17,,1.0,1,0,1,a,a,4260.0,7.0,2008.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,85.0,71.25,,0.0,9020.0,8641.666666666666,,
552,3,2015-09-02,,1.0,1,0,1,a,a,4260.0,7.0,2008.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,86.0,71.75,,13059.0,8985.0,10370.0,,
553,6,2015-08-01,,1.0,0,0,0,c,a,3040.0,9.0,2002.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,155.0,64.5,9736.0,11005.0,8894.666666666666,7796.714285714285,,
553,1,2015-08-17,,1.0,1,0,1,c,a,3040.0,9.0,2002.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,155.0,65.25,,0.0,9317.0,7262.0,,
553,3,2015-09-02,,1.0,1,0,1,c,a,3040.0,9.0,2002.0,1.0,13.0,2010.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,156.0,65.75,,8918.0,9736.0,8714.4,,
554,6,2015-08-01,,1.0,0,0,0,c,c,1200.0,,,0.0,,,,2015.0,8.0,31.0,,,5927.0,5278.0,6037.666666666667,5173.571428571428,,
554,1,2015-08-17,,1.0,1,0,1,c,c,1200.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,5506.5,5156.166666666667,,
554,3,2015-09-02,,1.0,1,0,0,c,c,1200.0,,,0.0,,,,2015.0,9.0,36.0,,,,7189.0,5927.0,6187.4,,
555,6,2015-08-01,,1.0,0,0,0,d,a,1560.0,1.0,2014.0,1.0,10.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,19.0,29.25,5886.0,4654.0,5625.333333333333,4962.285714285715,,
555,1,2015-08-17,,1.0,1,0,1,d,a,1560.0,1.0,2014.0,1.0,10.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,19.0,30.0,,0.0,5938.0,5013.666666666667,,
555,3,2015-09-02,,1.0,1,0,1,d,a,1560.0,1.0,2014.0,1.0,10.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,20.0,30.5,,7536.0,5886.0,6016.4,,
557,6,2015-08-01,,1.0,0,0,0,a,a,250.0,,,0.0,,,,2015.0,8.0,31.0,,,5417.0,2298.0,4810.666666666667,3934.4285714285716,,
557,1,2015-08-17,,1.0,1,0,0,a,a,250.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,4806.5,4207.166666666667,,
557,3,2015-09-02,,1.0,1,0,0,a,a,250.0,,,0.0,,,,2015.0,9.0,36.0,,,,6004.0,5417.0,5048.6,,
558,6,2015-08-01,,1.0,0,0,0,a,a,3000.0,2.0,2010.0,0.0,,,,2015.0,8.0,31.0,66.0,,4376.0,2590.0,3974.0,3154.5714285714284,,
558,1,2015-08-17,,1.0,1,0,1,a,a,3000.0,2.0,2010.0,0.0,,,,2015.0,8.0,34.0,66.0,,,0.0,3938.0,3248.6666666666665,,
558,3,2015-09-02,,1.0,1,0,0,a,a,3000.0,2.0,2010.0,0.0,,,,2015.0,9.0,36.0,67.0,,,3814.0,4376.0,3898.4,,
561,6,2015-08-01,,1.0,0,0,0,d,a,14300.0,,,0.0,,,,2015.0,8.0,31.0,,,9522.0,4696.0,8057.0,6725.428571428572,,
561,1,2015-08-17,,1.0,1,0,0,d,a,14300.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,8528.5,7063.666666666667,,
561,3,2015-09-02,,1.0,1,0,0,d,a,14300.0,,,0.0,,,,2015.0,9.0,36.0,,,,10341.0,9522.0,8476.4,,
562,6,2015-08-01,,1.0,0,0,1,b,c,1210.0,,,0.0,,,,2015.0,8.0,31.0,,,20303.0,12281.0,18672.333333333332,18111.285714285714,,
562,1,2015-08-17,,1.0,1,0,1,b,c,1210.0,,,0.0,,,,2015.0,8.0,34.0,,,,20310.0,19440.0,19083.0,,
